"","Time","GDP_2011","Ex_2011","Im_2011","Inv_current","Inv_index","Budget_in","Tax_pi","Tax_ndfl","Tax_nds","Tax_ndpi","Insurance","Budget_out","Out_general","Out_defense","Out_economy","Out_educ","Out_soc","Brent","IPC","Budget_in_r","Tax_pi_r","Tax_ndfl_r","Tax_nds_r","Tax_ndpi_r","Insurance_r","Budget_out_r","Out_general_r","Out_defense_r","Out_economy_r","Out_educ_r","Out_soc_r","INDEXDefl"
"39","2013q02",15385.3,4419.5,3359.5,2918.7,155.8,5969133071204.2,446899676042.53,612481849493.84,483599992491.44,619532946505.43,1152433147925.86,5724709979755.41,353902597142.68,398674686812.58,614903117757.66,778803465649.22,2032604901711.73,101.13,1.01608314,5290889116012.7,396120609763.189,542888475191.681,428650845316.236,549138389876.034,1021487697888.28,5074238647875.67,313690342804.351,353375194709.961,545034626358.22,690311763997.105,1801649757734.6,112.819092222871
"40","2013q03",16544.6,4509.1,3738.3,3402.9,178.3,6046805669803.2,460278597370.18,615689420298.31,427735099414.52,647928928795.05,1094665940682.07,5668849133621.38,369185717877.34,314635436242.42,783721677843.39,586355147623.14,2013859650846.41,110.116666666667,1.011026016,5301284106472.71,403530019986.156,539779962609.094,374998868515.072,568044604029.234,959702604999.331,4969926512461.7,323668145694.446,275843466545.426,687095220439.672,514062365252.79,1765567266865.09,114.063037338826
"41","2013q04",17380.2,4782,3546.6,5223.3,270.8,6664892791815.05,616252357689.13,764051190681.48,461898582183.12,676069927372.67,1255069098074.43,8426887131845.01,524263704121.89,704757875960.09,1369942215377.06,880697602604.54,2581698931834.53,109.97,1.01709618,5744949463709.55,531192138028.641,658590560307.698,398143540322.194,582753194688.98,1081834137040.57,7263738850876.52,451900515119.495,607481396627.145,1180851521754.22,759136474931.259,2225351608373.46,116.013079556517
"42","2014q01",14358.7,4338.4,2870.3,1884.1,98.8,5960421723313.73,579608196731.04,548210919818.22,565638413414.23,721863429405.95,1035526720065.93,5432043962402.96,333637339233.85,973945011584.58,546594240161.75,629508867248,1542144874296.19,107.38,1.02317242,5021358264344.59,488291020978.161,461840379862.04,476522174717.738,608133965218.908,872379656193.5,4576226332476.83,281072831491.6,820500135721.689,460478407818.676,530329849089.365,1299180203822.67,118.701383361494
"43","2014q02",15585.7,4556,3109.9,2985,156.2,6710748019759.97,578075916408.36,652735068062.55,599479151652.82,762531324621,1247082199099.02,6151540054176.29,366829256903.01,440861256436.49,752971082079.45,881080909694.91,2135039030994.67,110.01,1.024189486,5519946117273.74,475498096616.347,536909208027.328,493103392618.652,627222451543.017,1025791241537.94,5059967910778.28,301736516761.154,362631762294.968,619358645072.854,724735771951.753,1756182824130.01,121.572708812497
"44","2014q03",16690.2,4509.3,3527.5,3493.2,177.9,6550253587409.88,646258611411.3,663785762915.14,502979553564.23,721497774315.89,1167248310007,6095519741512.28,372272298187.39,407761120501.93,816718772828.9,611262679743.51,2146829649928.4,101.143333333333,1.01405907,5313231837317.68,524212045147.554,538429177071.529,407991376494.791,585242219082.526,946812333297.284,4944374919751.47,301968313208.893,330755036970.696,662480639569.474,495825129155.28,1741398786028.92,123.281908035782
"45","2014q04",17437.2,4562,3141.7,5540.3,263.4,7149635403519.93,570720418851.49,835992626488.84,520173644637.23,698956205573.67,1305223875371.08,9536846994346.34,566655717058.99,658098869243.61,2426829706118.65,915440130481.72,2584495270880.98,70.6133333333333,1.047652704,5535631983127.75,441882421369.763,647270421450.057,402746392160.968,541169459420.874,1010574472942.91,7383939496286.53,438735310786.563,509535513776.213,1878981987274.63,708782948909.308,2001055141173.71,129.156624307966
"46","2015q01",14086,4552.3,2117.3,1960.7,91.7,6044556145407.2,633135064189.88,570223282412.34,679984269772.68,786566960689.35,1104961692541.74,6491835498446.68,332932263085.02,1452812866222.98,593594559076.68,637693976241.03,2013961335786.78,56.8433333333333,1.074600296,4355126503280.46,456176306725.954,410848120239.317,489931343817.688,566724592293.812,796129250276.653,4677393038313.39,239879006477.66,1046757390582.28,427687217100.665,459461020809.58,1451067072432.04,138.791746711701
"47","2015q02",15054.7,4634.7,2169.4,2977.6,138.2,6704080349090.65,868764852816.43,675206910207.66,623716810190.33,874137490887.24,1380275858238.72,7139645061455.89,428090669590.06,459879205020.11,700744454562.27,917431148173.59,2907521757423.12,65.0433333333333,1.01103804,4777581157004.83,619114684573.678,481177975697.312,444484183438.623,622943429617.581,983636768715.705,5087981040970.22,305073598469.098,327727310831.001,499376995451.201,653796126855.487,2072009945962.31,140.323735563575
"48","2015q03",16245.4,4467.3,2626.7,3428.7,153.4,6747550915336.61,592353067891.08,707745102930.52,596578780881.05,820037869958.85,1326240213024.12,6616537880362.69,422126770523.12,396786876272.9,1000259244655.63,616423156650.23,2386338189571.41,51.1366666666667,1.018104192,4723052870267.31,414626713102.03,495397156947.11,417584566420.46,573998220099.955,928322397768.083,4631348265346.2,295474177246.195,277737125422.14,700146965285.479,431474944886.854,1670354411119.18,142.864183414375
"49","2015q04",16873.5,4975.3,2469.9,5530.2,238.9,6997901599262.91,504729798106.71,854621387569.77,548261520576.86,746088420612.13,1535789341466.62,9059762062814.86,655657567777.23,873213621833.23,1479816196075.11,863016082622.2,2747558512727.64,43.8666666666667,1.023176448,4787336262709.4,345290831983.227,584655257231.786,375071329837.255,510406741295.169,1050649241346.89,6197876154674.83,448542067306.347,597374395395.093,1012357438458.59,590398154222.952,1879632960726.74,146.175267732341
"50","2016q01",14025.2,4536.8,1952.6,2093.5,88.2,5876134227599.49,640921540893.49,616286838406.01,731732350783.93,578289099481.76,1252446772901.54,6339094796222.41,325608471763.3,886144787786.77,461569912641.7,655765753451.03,2493140985336.76,37.5633333333333,1.0211403,3936700664539.3,429383699933.569,412879745820.729,490222163078.937,387423260607.798,839073420076.688,4246859879349.79,218140538919.217,593670368960.125,309227548494.962,439328541078.51,1670273243192.21,149.265456744783
"51","2016q02",14981.7,4860.6,2068.6,3153.3,133,6645386372337.36,842242700018.65,734263452002.22,609454805756.21,717395585618.01,1488849802246.27,7243830511798.98,469495837852.74,585366682161.08,892112597730.25,930586997192.5,2561959232530.22,48.86,1.012048064,4399058970835.47,557540991229.763,486061764434.456,403441949100.343,474895711058.659,985576716210.471,4795212168368.3,310793046717.85,387496288418.694,590553461628.185,616022432523.008,1695944993009.16,151.063816520633
"52","2016q03",16188.5,4655.9,2530.6,3666.5,151.9,6853017894711.62,653059377171.35,752564232520.59,661732980895.02,798329000147.68,1427718632608.52,6910655729478.4,448535387529.63,481639930711.16,1009695794406.63,577507070719.63,2509764305377.69,46.7433333333333,1.00701,4504925672975.08,429297573623.239,494708460379.332,434999286458.707,524792560518.646,938530501545.357,4542814697280.12,294850912921.057,316612640201.19,663737433055.223,379632224689.963,1649828123334.88,152.122773874443
"53","2016q04",16924.2,5159.1,2479.2,5726.5,235.9,8372177579344.08,634096995528.55,915390851735.45,654739391351.75,835394201523.5,1867587690328.92,10395181816039.9,606264921778.97,1824412274634.45,1526443978091.6,939257134621.12,2914384507494.78,52.26,1.012048064,5438048255709.46,411870152992.478,594581227810.311,425278175401.961,542620356218.075,1213069346120.26,6752066568913.76,393792160896.36,1185025268963.31,991483509974.662,610083287673.075,1893003754071.15,153.95555878994
"54","2017q01",14093.7400650562,4857.65514665837,2274.63073780406,2202.2,90.2,7036553632284.77,851245566377.26,658383761760.53,854849640091.71,1029960790694.43,1363416518982.29,6892438794371.35,338478535865.52,729288931431.19,575878318393.39,689195767675.84,3016920442501.7,55.1866666666667,1.009020012,4529652108346.31,547973692230.526,423822449228.064,550293748461.519,663018334100.044,877674332137.086,4436880829462.94,217889338124.095,469466349363.743,370711086048.321,443657111883.985,1942087100763.52,155.344239777692
