"","X","Brent","M2","USD_RUR","Construction_real_index","Construction_nominal_value","IPC","ICP_prom","Index_prom_O2","Index_dobycha_O2","Index_obrab_O2","Index_energy_O2","Index_water_O2","Index_prom_O1","Index_dobycha_O1","Index_obrab_O1","Index_energy_water_O1","Index_roznica","Roznica_current","Pay_service_to_prev_y","Pay_service_to_prev_period","Opt_current","Budget_in","Tax_pi","Tax_ndfl","Tax_nds","Tax_ndpi","Insurance","Budget_out","Out_general","Out_defense","Out_economy","Out_educ","Out_soc","Budget_in_r","Tax_pi_r","Tax_ndfl_r","Tax_nds_r","Tax_ndpi_r","Insurance_r","Budget_out_r","Out_general_r","Out_defense_r","Out_economy_r","Out_educ_r","Out_soc_r","INDEXDefl"
"41","2007m1",61.4950871009995,8677.80389743238,26.0245825137492,363.159899649244,217.674157494783,100.542912251305,101.7,NA,NA,NA,NA,NA,141.129818512288,130.839712066448,171.131125018755,73.0201906501256,213.54720111659,802.48669975822,111.115049145128,101.994439873345,1781.60456360504,832581601742.024,128924919111.015,89816238274.1558,60268229595.6254,88505945238.156,141065044579.913,755392066236.959,72838376589.9183,60735473394.35,90603063129.1232,96954064797.7932,198078361379.476,1294869504364.42,223455321535.554,134837755687.701,81339109966.3725,129835824325.604,209973214189.949,1130281839523.64,103647379044,89938298024.7264,134968200538.283,144246180972.218,278940400454.771,67.0926934048984
"42","2007m2",61.3489776032476,8938.10540642938,25.9064197215477,362.525328435309,228.096013619229,100.754327623077,100.1,NA,NA,NA,NA,NA,140.766105885434,130.985434495499,167.931522362024,75.3266780430645,214.834136740722,812.965526607856,108.7625,99.482631380933,1792.56276471773,936196738992.633,136738486484.583,92747597399.8985,68774691412.5746,80482002438.7153,144255875519.065,784225377885.153,67893247191.4554,62780748994.9247,88341103419.1018,100174939249.723,203736202238.766,1394145974826.96,220910757129.481,137438356729.154,116527321272.048,115161767370.008,209910563029.518,1150176679804.73,89237375003,95250016275.3688,128225978071.698,146829773746.098,293484328759.707,67.4483327076203
"43","2007m3",68.0916503343544,9374.61001735735,26.6731042204789,366.607114204836,234.042129050349,100.53378010944,100,NA,NA,NA,NA,NA,142.962258265095,131.706750111037,172.181551784193,74.8058563445433,218.809158856796,830.565849880018,106.77179646415,100.76374092655,1822.58246260191,1000059091131.77,160359946590.454,94692422703.0323,74175388265.9868,91973425520.3933,146244243014.335,815046703862.367,77363629222.3981,62864180328.6284,102249837022.401,101694440337.943,209361229501.654,1480475124060.88,230080625609.487,139868215746.726,113039807673.293,120847224993.095,209833975413.544,1203412810500.17,113940906521,89898026913.5081,154027480927.609,148865103958.094,302055971197.884,67.9213785656911
"44","2007m4",64.4515171142369,10009.1202514353,26.0703683359714,378.099470431491,246.443376865305,100.67195018735,104.3,NA,NA,NA,NA,NA,142.21301744005,130.880074342807,171.040397456303,75.323314757756,223.215575381992,850.452098289097,107.216553459887,101.149421898136,1882.53190526393,934852279038.666,132271018454.655,96381616354.1888,90748588442.7554,93658727183.9365,147624996280.658,819921180955.752,79388510203.0921,64336099558.4234,101303388212.546,102852273657.598,208608065181.952,1303804552394.67,222583673653.024,142180560198.136,123985401939.055,132613261855.397,202155134725.979,1200776431359.02,107373804083,93447851443.4071,148789491875.988,150690113842.568,290726116979.376,68.3101472154812
"45","2007m5",66.9213624608286,10666.9302253789,26.1360841895636,386.085150175935,257.49629477057,100.699716181217,105.3,NA,NA,NA,NA,NA,143.853937482295,131.397819429594,173.302540329409,80.3392952734546,226.258626712115,867.063075138221,107.784461034644,101.256658962394,1926.96804809365,1060211226203.36,175355741621.567,100205296061.317,98723489976.3894,96337734508.2975,145419265263.611,843288547093.65,84517474976.0651,66669753756.6496,101157955789.046,104463243768.775,200875382379.947,1564836676591.66,238631796702.946,145123305545.78,159122898550.466,140673935774.548,196598963685.512,1231250644839.93,136083410627,99371451126.7864,145184528288.886,152981311653.971,296511973689.344,68.776810958153
"46","2007m6",70.154733530492,10639.7410892356,26.0955623147093,387.72956495037,264.272705249465,101.155005404402,102.5,NA,NA,NA,NA,NA,144.800764124825,131.59394105696,175.371930038407,80.3303233255996,229.730291527976,888.406360074468,106.196214254909,99.8488132100702,1995.88733576418,1187883543231.54,184732641531.769,103721456226.071,228747910369.233,92834456525.1101,156170038057.901,867961609874.052,83292644742.3728,67783896328.8461,103413677267.959,108814133812.888,239387804078.791,1710444442331.73,243909275355.719,147648417635.872,290730885923.44,136850726009.422,253976434833.642,1259312783682.24,126374170158,98977553977.6328,147473065751.405,155578841340.734,336103785694.467,69.2610709024351
"47","2007m7",74.9886463434201,10917.9745138206,25.9211295789406,393.26387889113,273.451225649677,101.058586909672,100.7,NA,NA,NA,NA,NA,146.5318086101,131.477363288516,178.744617116599,79.9673822207206,231.353885128082,904.073276950351,106.058989205846,100.367290503204,2090.1760101161,1104923872340.57,191259892185.09,103954213911.912,94001381970.269,100485103965.939,143962055344.186,867059130650.7,81603700889.9589,68900463077.136,111424376767.038,107641357805.46,186224510458.664,1508908737282.44,246051733613.115,150682997141.55,139813745309.033,141893497712.121,133134095361.949,1243677739036.07,121363765339,100221705989.388,159730711010.85,156267164576.807,267979088979.948,70.0381735290413
"48","2007m8",71.052172370389,11202.7075047401,25.4636271731353,397.359195740408,280.227839105136,100.735787292599,102.1,NA,NA,NA,NA,NA,146.262080727379,132.331008269897,177.929615392776,79.5695020203888,235.409213518801,926.463442677594,106.28005455056,100.817635166887,2071.63122380229,1096405663243.18,164935953557.733,109147429943.912,124484479155.592,106385637911.158,153899566885.093,886330197392.388,78224114822.5659,69806894041.872,114335247979.618,114353959212.896,208712246813.627,1484642266436.03,230323232376.212,152809899744.089,154339173749.801,150453679557.119,238386226579.92,1264233859846.09,121467218427,98257653654.6753,161135340745.119,160134788924.142,311839029968.086,70.8035946146763
"49","2007m9",82.4064429060038,11516.0044611247,25.2035019883742,396.342133954664,288.822068675896,101.179208574311,99.4,NA,NA,NA,NA,NA,145.618070011467,131.343537257127,177.733972210455,79.0704363121402,237.032646637137,941.499212725055,106.620984803684,100.57663971002,2172.04585750726,1140977048010.35,148485472395.741,113518363210.542,135441280978.57,90430996928.5625,166742570868.372,933588093598.441,108010936859.196,70672938928.0967,120361163857.705,115814089823.692,265384880875.583,1570087825137.07,224870544733.03,155418411500.102,146100963662.909,138183167780.212,248607818636.201,1295695691801.89,136347257082,99577727950.717,168855046217.818,161194099121.267,363180184961.719,71.3379414410042
"50","2007m10",92.0893622704805,11676.6706563122,25.0281959412813,402.048046634556,298.981477541484,101.650158662398,99.9,NA,NA,NA,NA,NA,147.325561912929,132.647519371326,180.644626872945,77.8442284800883,239.365491242724,966.541449039611,105.470166969306,100.415231721946,2229.67302035095,1366065098601.33,427549002162.547,115160166413.353,161447339589.672,105410998003.489,155346761437.165,921477566945.905,93884967761.1078,71505128273.0402,123818471088.298,116270931413.114,202888450173.712,1959474389504.01,595556678081.25,157624914834.52,316785602585.352,152285656815.458,236312767182.197,1295443551211.48,123558057406,98261863824.2731,172003340396.003,162675002961.873,277287690726.786,72.1556542335891
"51","2007m11",91.0838775472071,12020.9568185473,23.7079832196248,400.188085647477,304.091099974185,101.223560438121,103.1,NA,NA,NA,NA,NA,147.540430241075,132.252118602637,180.845680242397,79.916453287394,243.728488143506,995.735230002345,106.610113953209,100.975125821372,2286.95783060163,1216530659690.56,157302145312.174,119091799522.652,156817032714.827,118564758634.519,166671793325.408,1572253116638.06,211434732033.97,72404833175.9819,325564622150.035,122725829169.933,253515215391.017,1583771808710.01,222643713515.901,159665522573.778,177292155454.224,163058647204.751,236990835096.957,2048646131996.01,299807896155,100325942701.072,440108845413.526,165933620396.913,337338614062.63,73.3129111542781
"52","2007m12",97.8869164379386,12159.7591080267,23.8313820606876,415.557294233344,327.731151009308,101.077670168773,103.7,NA,NA,NA,NA,NA,147.58367619439,132.627850033667,181.253773826246,79.4497715090172,248.556708911766,1025.65787656909,107.780484390963,100.735674420077,2347.71436100018,1357812738961.4,183497962522.44,123822969563.667,156498752828.462,135072694271.45,179931795007.267,998903496605.956,116155835885.351,72970277361.1925,133596515888.8,125912016127.851,344623416710.13,1826402036224.2,235188714115.125,162262334258.448,164007087036.696,181992772934.503,245359504375.781,1364034943593.04,159849685239,97101344008.0722,184769936265.71,167375957232.945,487900888828.782,74.2181791417758
"53","2008m1",96.2657446944252,12471.4441179045,23.9606864801975,462.626668141499,346.111713827621,101.177328725304,101.6,NA,NA,NA,NA,NA,150.541811648758,133.243921572792,184.008192017459,80.6882568837699,249.774276920519,1039.26781146333,105.387030946756,99.2510923453375,2496.99737938642,1156201142650.72,154814964180.226,125438336817.544,36160885121.7013,136132781183.696,169674843034.911,1014285968398.37,103737032145.632,75559445984.6225,140607426282.828,124267717053.333,260897153994.144,1673032122760.77,228584203198.358,163934778936.583,180568980871.596,180491596229.147,228125748800.365,1369169665154.15,137001937477,102856123657.596,188578921172.991,167601325084.585,345656202194.159,75.0476430918201
"54","2008m2",100.72847266391,12722.6500282714,23.8715766061761,467.389783506018,351.391499468082,100.873439304955,100.7,NA,NA,NA,NA,NA,149.078054216065,133.179336650979,183.585043520086,78.2260555201332,254.829617265335,1075.46118821663,106.993052282781,100.337327598931,2447.87593225098,1324492869081.34,183000024947.53,127261598253.713,17439520159.7168,141140109181.256,170461905603.045,1019276384760.97,111984217770.604,76633326447.1786,146500097236.874,123486057965.134,259088349537.717,1658827293488.98,240747349868.193,165767163881.22,-21939733994.5488,174917950848.165,225271981540.352,1391682649772.43,158994823126,99286172336.7699,197870296398.969,167930409213.974,335395501322.323,75.936817996962
"55","2008m3",100.181621004978,12979.9172933346,24.0885358387437,464.098947390446,365.525679199748,101.118724760073,100.7,NA,NA,NA,NA,NA,149.108652717142,132.887710018082,183.428367576203,77.4552571478961,255.504969454892,1089.39673544776,107.079310236004,100.096881316594,2569.55263291001,1301427588244.84,213862196409.769,130829661123.679,12988007846.5702,142772241101.059,176324873895.332,1041536966473.09,99661388562.3164,78307528150.6415,137600284734.52,129168095919.837,291789373919.225,1572122351465.15,250180133743.056,167854785636.517,-35912193563.7621,176557706474.451,224617558167.029,1369484273567.88,118456786101,99345431263.5658,175505513026.301,169574735718.593,375287682897.389,76.5767120702163
"56","2008m4",109.880708525206,13030.9300484961,24.0145595506417,453.920459768038,363.611949304722,101.465546001214,104.5,NA,NA,NA,NA,NA,149.764922958977,133.822995289938,184.358034383008,78.565844234114,257.713511029604,1111.88644385138,107.010334777509,99.9469880935836,2670.84518542259,1519439189660.59,330016634467.099,134497797768.405,267189617406.585,143414488922.168,172964972131.336,1054947600122.93,103688929565.259,80067978599.4928,142058779960.353,131769144048.548,255035559213.796,2184223553355.18,452997247315.508,169841704429.295,477264302975.143,186363243313.245,218900381213.8,1394542226833.86,132365469152,105500919085.218,180674700606.984,171355789384.704,333879513245.027,77.4387917493953
"57","2008m5",126.370635539812,13323.4440973978,23.9864025514877,456.279616761788,375.465318510084,101.472278239671,103.5,NA,NA,NA,NA,NA,150.385436942757,133.568555104477,184.513252712023,80.1907058208057,260.681008938769,1139.98310853942,104.265416265461,99.7917758539808,2777.27696236698,1324125906462.1,174810335347.454,135306197229.776,50265106934.065,150910795854.337,184717044105.07,1104204789487.02,100304956265.903,80273918041.1449,160644741138.639,136377217488.341,304879798201.077,1663354446451.49,236159769560.842,170996371719.571,-3262349626.29559,187970397220.097,228341964543.392,1427380614301.94,134396322165,97891882739.3727,208133041051.494,172365930933.189,382656342756.262,78.5448480428564
"58","2008m6",137.194185759538,13660.7986243741,23.754018487405,450.463910165229,378.024556770215,101.146871019685,104.9,NA,NA,NA,NA,NA,148.713961980552,132.895705446188,181.997749451804,80.6085818958586,262.685870089788,1159.32333706477,104.818419924903,100.666353021157,2852.01017445848,1272446782172.9,178228523321.051,136983300858.437,47746179273.4026,165279583478.456,177117855411.653,1111821797605.28,102005656483.873,83109519129.2557,157774527525.432,136478869290.121,288101075293.478,1454715762812.56,238534357040.477,172535654313.51,-15004612883.903,208970134376.42,217978971139.338,1413779102717.14,122941137554,104404126113.079,199579614163.193,172323592562.872,354062347995.975,79.6785441053406
"59","2008m7",120.899175419664,13927.3472979955,23.7407293466202,442.750345584185,379.425898929272,100.664264882179,105.4,NA,NA,NA,NA,NA,148.519536069699,132.183906833324,181.759919737465,80.4778023804527,266.153588062685,1181.78869493372,106.385960150043,100.606541530315,2934.51179190657,1977614955435.05,358588584187.552,140542714034.131,310479226479.491,174804211836.216,185646139461.687,1138977845973.08,102440459236.362,85897307948.2101,164531451373.245,138761867467.07,304755366103.577,2385746971442.28,437207877401.439,209713220620.371,484626829080.768,218803919145.562,216159918502.685,1446374236729.74,135336935730,107307643884.831,205130988981.894,173385578636.509,387868504590.299,80.5671990541435
"60","2008m8",112.691915007627,14326.9114143971,24.4362274578613,431.827982208703,375.902876168429,101.009293908675,100.4,NA,NA,NA,NA,NA,149.08065566036,132.460465594308,182.997822011671,80.7674141862764,268.607467175114,1203.98643606993,104.336614486634,99.5372878147772,2943.89369763669,1325562734047.5,205044122816.108,140124880936.804,34819344634.9318,177161918635.345,181494517351.722,1146962662515.83,106483209879.874,87114514994.8235,171411885501.573,140212501324.979,303508912494.199,1581619567883.06,253608933939.491,174989897959.621,-11327685055.5813,219605060770.728,219173958973.635,1434525126221.89,126417194509,105531950731.421,212841769728.595,173006917866.23,378538651016.478,81.1914849586642
"61","2008m9",99.6168433004519,14151.1570632626,25.532541156577,435.428399180821,383.48347022654,101.147408423871,95,NA,NA,NA,NA,NA,148.269743867665,132.686133430989,180.567256889349,82.2096030753897,271.02564561256,1223.53586624454,104.312728058154,100.037700793014,2914.04967995654,1398258369835.99,215849567183.619,139476644850.929,38804686922.5901,152237938020.714,175705627796.302,1159938474009.34,102371907976.292,89346815903.2681,172527530591.074,142155020498.677,301538578502.872,1642498445458.72,260951891797.015,175625967013.961,-21570189620.8585,189005498046.337,205881459633.908,1449916036463.06,126587615919,108270897517.969,208654191865.769,173467652929.384,362392608047.543,82.0114276416794
"62","2008m10",66.5493728572144,13501.9803815231,26.8694895794409,423.639285798513,379.207626999783,100.978151574017,93.4,NA,NA,NA,NA,NA,144.860597298745,131.782696667187,175.495729617657,77.4798357242872,269.350621307733,1227.30044435477,104.276660496827,99.7451354366751,2709.70152546364,1442590902904.37,224386744227.974,141317629811.32,57023974330.3811,137335302281.375,189935216135.259,1225705601588.95,112247129496.875,92149356655.8378,186762935111.176,146478205704.966,339623706860.742,1706748476920.39,262953799085.238,176826618762.378,136477573681.881,171636069722.397,293422202860.838,1505740735417.75,137400042278,113828809508.457,228059223491.837,174472276254.399,410651136507.605,82.9164413278627
"63","2008m11",56.5737948399558,13104.1255702609,26.8538371757024,420.817115876525,381.956735004099,100.839905548889,91.6,NA,NA,NA,NA,NA,129.031403323443,127.251984993405,147.520100232753,75.0745420688721,264.404710044173,1213.12827280446,101.370709036836,98.9843351786714,2394.96726059184,1035818270697.99,109456897189.678,141167433665.456,58789950265.1135,103901972748.812,177313360368.273,1500007156706.39,110043315249.779,94231653065.756,446273104029.398,143689173679.481,322467227474.691,1259816685129.23,125921144750.619,157533369611.685,74680769711.5925,129307350677.969,204886585900.791,1519798251069.27,124073132066,110457572557.639,523608723440.161,172137920135.948,385817911911.01,83.744612136342
"64","2008m12",49.626953743102,12236.8441239395,28.5064774091517,405.518702609248,366.25568036257,100.688929622812,92.4,NA,NA,NA,NA,NA,125.700802161756,127.105113177805,141.633201183534,75.3924777359029,261.079234291915,1205.17830382446,99.7262517728558,98.8864869642028,2360.09522937216,938793537587.998,126286628502.248,140332507509.882,64855781586.6554,82919962362.5037,171097352572.776,1242224427916.74,116995788937.964,97639136482.4283,187472245643,148417843274.591,316882192376.326,1181740369858.37,131443704424.292,158110258916.501,49991554876.5313,99059155605.4155,194156095678.472,1499471667374.24,144640226395,126155228779.874,219657529338.071,173284295832.147,385861693878.086,84.4880225741566
"65","2009m1",50.2160317811728,11356.8672023714,34.5820675824047,403.670834189257,353.93820700317,101.319127355076,96.6,NA,NA,NA,NA,NA,124.871033381557,127.16598212965,144.320897559184,74.5405151982017,261.132710869789,1212.59816074998,100.656228779349,100.202241539966,2406.65074975334,1210152843681.59,136579763290.922,139573804311.076,74875816829.0053,69228265428.3408,179868768021.122,1231243501830.81,103253945468.136,96509839627.9438,192133931669.257,145703120173.676,335535291237.514,1588444972923.67,133977153803.272,158433208379.234,116994069322.547,75490250256.3011,205480161619.237,1462363348406.64,123715226688,109464861810.448,221875987929.073,171335507567.032,386832630644.974,85.1150437712307
"66","2009m2",46.5275513758341,11483.7285425719,35.3300383955809,392.665719427963,347.477976615747,101.377921949978,105.1,NA,NA,NA,NA,NA,126.88432188723,127.155302108829,148.354012090192,75.2903336391031,252.05994891748,1198.23158726972,99.3794642857142,99.6002876920681,2450.93735698733,1058355592437.34,111243017393.379,140499878779.997,91050339248.6572,65652522740.01,179480213134.089,1273386949086.85,110726412087.805,96327679889.9718,207234102094.039,149607435426.97,330951803884.779,1197936324558.52,123966352093.555,159317040722.176,114729312761.538,72799141236.2372,202966884743.217,1482213828512.77,123899458876,111940826974.317,241650386376.094,171799845217.77,386529620467.892,86.2567332544703
"67","2009m3",48.3512440622606,11593.0922717029,34.7892733197467,390.603007903597,342.75248086418,101.202357049068,102.9,NA,NA,NA,NA,NA,126.203722411805,126.794956296676,146.982328007832,76.7069381301159,249.509569006693,1199.11330083934,98.1917026825958,99.6172954071436,2429.36991239698,1045471010715.27,108811616536.974,140531210883.126,91761717645.6823,72621456039.008,176648198249.345,1272503195425.69,112813395910.855,95436047725.959,205465496483.277,148861551675.998,332284250972.731,1184890196466.51,123257952034.379,159970358501.418,95451009757.6258,77568868211.6247,198221545883.066,1478826201328.24,127216066652,105781353227.721,235525058559.782,170847439854.257,382714012613.229,87.3694065798073
"68","2009m4",47.8100248165936,11896.0222326335,33.7797035453383,388.842733368329,341.174574758364,100.782709393291,102.4,NA,NA,NA,NA,NA,127.245557255791,127.395283172166,148.014717451751,77.1485208763625,247.453836171412,1203.1730542969,96.4215317245009,99.5535285747928,2267.21727453411,952758599487.269,93607651930.2724,138531632821.103,74181453617.7691,71420909032.4204,179651358703.828,1305241975127.15,109428340014.869,98088249475.2982,218273218076.811,149086402567.127,382115972917.576,1155770206898.65,115817714753.817,147707633992.986,92230974835.1581,80191128110.2987,200990350175.931,1493242863120.85,125065486231,108028789584.454,261188743044.108,169386931071.545,415915579520.465,88.3833504538961
"69","2009m5",63.9016031248017,12322.8756835965,31.3316296464717,380.690843766383,332.208294104598,100.666863195996,100.6,NA,NA,NA,NA,NA,127.336065738975,126.755900592375,149.034606038596,76.5496912749073,247.458827968055,1203.19178619204,95.6587142488677,99.8532765567312,2294.35988304521,1047584031594.82,89026371960.9939,138385414445.583,85457295137.1221,73479671399.6367,172399964794.945,1293088986612.68,109208346758.443,102633332172.418,202601453097.621,148900035282.863,343630108946.949,1088231588078.29,117459439187.428,148396927892.86,100246347219.12,83738160586.605,191502466015.981,1467745233210.5,117534902079,122506847354.375,230104902314.548,168448872277.669,385512154599.506,89.0439370911233
"70","2009m6",66.3160420914173,12514.8567988338,31.7293028826703,373.630855932049,323.828240317973,100.742847026947,102.2,NA,NA,NA,NA,NA,128.418786250388,127.133858806396,151.258248602454,77.0427337336033,247.159696028882,1210.04321988882,94.1286418117182,99.9692168820992,2308.70559523748,1029365288372.94,92492162522.0695,138510250128.366,91270540926.903,83822333887.5494,175233469068.037,1326852188229.93,106395810124.555,101772482999.492,225569697056.012,150404221064.388,371890945302.028,1095145279402.6,118060739340.961,149063477913.952,97049421125.0647,92837745759.6657,192668086907.15,1501173277348.52,122562515894,114394497867.864,263887627671.733,167980277560.907,417325642652.859,89.6232822008591
"71","2009m7",68.4611752102814,12713.2303039991,32.1373230642092,383.283405008928,332.149222496812,100.740580123491,101.8,NA,NA,NA,NA,NA,130.18633468552,127.906158286169,154.606804925378,77.431709173211,246.636823091722,1216.39164752005,93.1578234986059,99.5740727316606,2307.2718224305,1169006535352.58,103461113927.325,140954857943.164,114517670816.405,98591760750.6186,176690184514.923,1333096821783.31,110723737708.097,99895331250.2967,215212705591.889,150573715405.91,383090430079.884,1290225568274.28,118929437916.772,181213123838.892,109810651894.675,110596600126.116,195501483208.722,1491649461086.31,126120843815,106751443383.692,243292854015.943,167066146482.169,424004847361.119,90.2568656445638
"72","2009m8",66.8422469326488,12943.9738908527,31.4204005640657,376.651234574565,326.431535254777,100.563505523007,101.4,NA,NA,NA,NA,NA,129.448132423254,129.112500453556,152.459961803958,76.6868086736103,245.311629669861,1207.59358070002,94.3580077103044,100.106290294578,2359.61599282418,1304703587235.83,116858212453.036,137865322316.234,109261544076.465,95309523973.2515,174046186805.362,1368828054992.22,107514488340.57,101786969770.839,355917848953.724,150239336277.133,392590028244.423,1475219748847.23,125459638489.88,150055009139.225,123030576674.759,101296821851.521,188973494074.03,1510843750859.1,115503275828,111900754237.836,395796331925.938,165986106748.232,433815268917.198,91.0317382429976
"73","2009m9",69.5771867365696,13253.7189133932,30.4531121098689,368.921368881849,318.523761441005,100.316534354006,101.2,NA,NA,NA,NA,NA,131.233859422303,129.859882958346,156.304640048977,76.3413770739031,246.693803868733,1221.14432589525,93.5342198568342,99.6666636406866,2399.91033142279,1056914280283.51,112453459537.275,138914510147.413,117774755658.436,102753178373.256,175692313854.833,1357105465287.09,110460713586.672,102966113560.275,215908521396.746,149100960246.49,390157536790.933,1089952477213.65,124891512388.693,150873054365.213,116517273140.648,119225751073.594,192837763370.46,1494721082409.27,119633235859,118701421059.645,237050025902.002,164997541791.985,432251676425.859,91.4521220872155
"74","2009m10",76.0392264638455,13727.4600302994,29.4112068188267,380.615324173459,329.942900741951,100.103106490619,99.1,NA,NA,NA,NA,NA,132.234455047209,130.453028538442,158.014695041794,76.5767256506865,248.844797004785,1230.78789075467,93.4378538071251,99.8497091506253,2426.41980780027,1117643185766.89,102916457459.014,138774271926.371,94923958645.1828,100927351912.889,173388206905.403,1330531488765.11,102801837597.679,101264372361.34,207668707964.619,150568779089.002,402671602725.971,1240462187356.46,122149457911.484,151345158759.294,99936799968.858,110524428957.767,197603029127.048,1453398228865.81,114645704870,103945272166.708,218673493051.586,164295309817.04,442965647089.695,91.668184889448
"75","2009m11",81.4429153078206,14011.1186408305,28.9713591932406,379.13407199242,331.646347607038,100.339213330944,99.5,NA,NA,NA,NA,NA,131.74152177967,131.412342351493,156.506349482266,78.4570280503319,250.056586653462,1239.110375215,95.2258857849696,100.327711139014,2468.18403568523,1228119680452.87,123170638483.112,140082390390.471,109620716270.263,107801564842.804,178666936340.89,1366314276091.72,107464471436.647,102246918430.215,218128140083.596,151477569122.603,417966099040.496,1279651781959.77,130330549001.124,151535904146.008,126450239656.095,119762229736.974,193993116711.433,1448404180760.7,112724235157,117723568271.682,229108009487.132,164460016091.975,453850026674.626,91.8444575203243
"76","2009m12",81.9659192214996,14409.1349346278,29.3366877031425,381.879854480653,336.643809215466,100.378416168765,100.5,NA,NA,NA,NA,NA,133.214729892238,131.832819658508,159.433011034255,78.212034201943,253.418683367841,1261.17274812603,96.696346878161,100.727569973809,2474.6525243971,1201550851390.04,114413195169.424,140648924387.42,98859927549.2834,115934843765.18,175955919895.778,1367729167780.94,99735600146.8864,100335541269.296,228812192404.302,147458790722.293,448883843101.775,1333696807062.21,128761525327.783,152044726833.058,112614766396.236,128493118715.863,190226917358.452,1477063161384.9,107865487386,102358858564.658,243172204180.543,162419816051.624,498882765851.828,92.1856204735615
"77","2010m1",75.4651267856099,14793.7390558477,29.6685518142753,385.218087522811,341.212290947782,100.603382734602,98.9,NA,NA,NA,NA,NA,135.181162099281,131.605258331285,160.777587194214,80.0869958617022,263.725159173153,1311.32263350377,98.9886062005687,100.078272111597,2447.8359978961,1243215742107.12,130736383286.508,141939388603.168,125645091433.45,116664068902.405,180218043740.335,1387101630979.97,119632542188.286,100940031806.396,218820273781.23,152625359761.139,430670567200.413,1385075506602.48,135762694163.183,152919829180.327,128605562035.406,126529539987.207,185579289230.483,1491164860887.93,123804518400,111456986794.45,220691361211.99,163854691552.901,465399325933.489,92.5143035896203
"78","2010m2",78.7154418634602,15215.2184685005,29.6229317192396,387.157527851445,345.398678117852,100.626069470204,102,NA,NA,NA,NA,NA,135.484057068814,132.675517387863,161.758700894189,78.9460655525467,258.028705353034,1297.85903233246,100.791964285714,100.91914597768,2601.57401509062,1296141273340.24,135348773146.167,143558391670.885,110053508687.662,117428875969.363,181019136028.87,1388856569598.21,115928677979.086,102708670403.74,213762713754.579,153752505181.948,471301909693.424,1368532627067.18,140816551373.786,153589626647.801,125562048967.204,124187545762.459,194269307224.392,1486356504899.2,120485209516,99436280657.6531,205364532732.003,163109905210.343,510930210085.001,93.2405867126868
"79","2010m3",81.8397268046584,15625.7749913747,30.0113665560131,383.089885914343,341.679263437093,100.516225608929,101.8,NA,NA,NA,NA,NA,137.422041199501,133.309826591383,165.744429149922,78.578549527965,260.933448516512,1317.4067298931,100.617548958512,100.088009421874,2623.66442408328,1271988343887.7,108742905920.807,143018154377.685,111972755478.893,112484498456.55,182551370867.075,1404185069644.7,125171446326.101,109497459825.553,229385595530.799,152170930713.36,431733141173.546,1342156447931.08,135216621335.066,153638283073.007,118713983049.809,117898786020.971,195495488816.915,1501576189953.6,138030878565,134893346805.551,224393427864.067,162198610950.713,467283895474.936,93.7738954874975
"80","2010m4",84.5184856541493,16117.7201601353,29.7798390162593,394.039881827426,357.798741776011,100.402139843605,103.2,NA,NA,NA,NA,NA,136.52910407144,132.958698976477,164.937334254458,77.5619979847395,262.688377299518,1328.90614688887,101.509630077399,99.8843650090871,2589.37237573383,1330742118070.18,190504105466.728,144915096134.279,84194396435.3631,116490632413.023,184793361378.212,1411525840481.41,111759963853.599,105551859896.27,159727363148.323,154879913595.356,550833558977.919,1451788337778.71,161308663249.06,153884089168.995,91324686953.2205,121085737309.564,198073127874.687,1499081183500.69,120685131690,110622875062.566,189099176420.573,162874085019.524,532389660908.962,94.2667507066597
"81","2010m5",72.7027695591297,16453.8205977564,30.8727282781808,391.41998810145,357.509918593229,100.559645882651,102.7,NA,NA,NA,NA,NA,137.336597438346,133.138947583621,166.540617232776,77.7417357606188,264.39284494543,1345.78178125159,102.271258887708,100.365707180561,2602.73688863831,1283504183087.77,152949672186.51,147324068675.863,90660217520.9356,123630783166.346,184495656410.45,1421796019150.37,117209087791.012,101575544096.625,171325909592.648,155182528960.113,484824579154.321,1361518055007.11,153649961467.37,154384543222.231,99750409604.5728,128769859040.946,195202270051.726,1493067795506.72,120994641890,103301832693.689,200491209967.751,162273639660.332,515225275284.335,94.6118497528025
"82","2010m6",71.5585220023263,16757.4032694914,31.6844261798279,400.688406795229,371.62259230863,100.542127881509,96.9,NA,NA,NA,NA,NA,137.464875124756,133.294855411449,167.052643572001,77.4204593791593,266.044108512403,1359.36039128499,100.921127294834,99.9681746624301,2619.38284394444,1357182222838.31,148273346805.064,147226882087.973,89317291808.1351,102548325953.403,186301456724.089,1417978733005.39,117049763590.117,102647127743.215,168132196551.898,153722520417.91,478658080931.571,1456891555726.83,156107505880.671,154402820097.399,97775560875.2088,113160359541.277,199192820938.255,1487081472985.76,123574046391,104886655364.105,186689914462.866,161535857897.578,511132351679.994,95.1450981655567
